Matrix size;Threads per block;Time(ms);Time(s)
2;1;0,010176;0,000010
4;1;0,008448;0,000008
8;1;0,009728;0,000010
16;1;0,010112;0,000010
32;1;0,014400;0,000014
64;1;0,043648;0,000044
128;1;0,281600;0,000282
256;1;2,172464;0,002172
512;1;17,188213;0,017188
636;1;32,923969;0,032924
774;1;59,434647;0,059435
892;1;90,947769;0,090948
1024;1;137,530914;0,137531
1280;1;365,240326;0,365240
1408;1;485,602112;0,485602
1536;1;631,756531;0,631757
2048;1;1503,767456;1,503767
