Matrix size;Threads per block;Time(ms);Time(s)
2;1;0,937016;0,000937
4;1;0,862240;0,000862
8;1;0,857812;0,000858
16;1;0,857490;0,000857
32;1;0,865592;0,000866
64;1;0,912918;0,000913
128;1;1,191594;0,001192
256;1;3,258478;0,003258
512;1;19,835184;0,019835
636;1;37,024597;0,037025
774;1;64,512520;0,064513
892;1;96,472816;0,096473
1024;1;143,776474;0,143776
1280;1;373,235535;0,373236
1408;1;494,554932;0,494555
1536;1;642,070251;0,642070
2048;1;1519,292114;1,519292
